,Country_Name,Country_Code,Year,Energy_Intensity,Energy_Imports,Energy_Use_PerCapita,Energy_Use_FF_Perc,Energy_Use_RNEW_Perc,Natural_Resc_Depl,Cooling_Degree_Days,Total_Population,Region,Income_Group,Energy_Use_Net,Energy_Use_FF_Net,Energy_Use_RNEW_Net,Energy_Use_FF_perCapita,Energy_Use_RNEW_perCapita
11208,Russian Federation,RUS,2008,8.41184244229129,-82.1331243647021,4823.12599470293,90.9475810874734,3.30699992179871,9.479093531996,,142742366.0,Europe & Central Asia,Upper middle income,688464415999.9998,626141732999.9999,22767517698.731937,4386.516424983455,159.50077287307917
11210,Russian Federation,RUS,2010,8.73141343364703,-85.847244004456,4819.04078214698,90.5297476626772,3.34200000762939,8.06315107253984,,142849468.0,Europe & Central Asia,Upper middle income,688397412000.0,623204440000.0004,23006241561.560524,4362.665459839166,161.0523433070155
11207,Russian Federation,RUS,2007,8.6491545212918,-84.232474302143,4709.84488692751,90.5497525910052,3.66840004920959,8.69475472379407,,142805114.0,Europe & Central Asia,Upper middle income,672589936000.0001,609028523000.0004,24673289543.202755,4264.752892532969,172.7759521497441
11206,Russian Federation,RUS,2006,9.36060693026322,-82.9504252591884,4688.39102332011,90.6214585460483,3.48309993743896,10.1475378237912,,143049637.0,Europe & Central Asia,Upper middle income,670672634000.0004,607773323000.0005,23360198095.27424,4248.688327674684,163.30134480015658
6001,India,IND,2009,5.64671193201939,27.4526763012847,544.626597293667,71.1434979201925,42.1074981689453,1.56869704629531,,1217726217.0,South Asia,Lower middle income,663206085999.9996,471828007999.9998,279259490518.7836,387.4664119184352,229.32863448301993
11194,Russian Federation,RUS,1994,13.8678952105285,-50.9090780895688,4426.66819542613,92.575722329452,3.8668732862182,2.57268968462469,,148407912.0,Europe & Central Asia,Upper middle income,656952584000.0,608178599999.9999,25403523973.81618,4098.020057043858,171.17364991845028
11205,Russian Federation,RUS,2005,9.8375121772105,-84.6287038991353,4540.90815577671,90.6884550703053,3.61420011520386,9.50660475081566,,143518814.0,Europe & Central Asia,Upper middle income,651705753000.0007,591021879000.0005,23553950075.71621,4118.079452635391,164.11750779738333
11204,Russian Federation,RUS,2004,10.3955256087956,-81.0826340821091,4493.68721494055,90.690420262759,3.55360007286072,8.6036614612931,,144067316.0,Europe & Central Asia,Upper middle income,647393456000.0001,587123845999.9999,23005774324.111538,4075.3438205234556,159.68767214426023
11209,Russian Federation,RUS,2009,8.57595045414015,-84.0216287101572,4531.28646273085,90.1625772419793,3.59879994392395,7.45497426407573,,142785349.0,Europe & Central Asia,Upper middle income,647001318999.9999,583353063999.9999,23284283105.359215,4085.5246570150543,163.07193467979138
11203,Russian Federation,RUS,2003,11.1058478883372,-73.4721624068744,4461.30531990288,90.9155339680848,3.27940011024475,8.44264283522933,,144648618.0,Europe & Central Asia,Upper middle income,645321648999.9995,586697622999.9995,21162678868.739223,4056.0195535362773,146.30405157924994
11195,Russian Federation,RUS,1995,14.0199224660033,-51.9784953080338,4290.69346739168,92.3032262661265,3.87068140916737,2.92842091532948,,148375787.0,Europe & Central Asia,Upper middle income,636635019999.9994,587634662999.9991,24642113363.388947,3960.4484995924513,166.0790743666886
11196,Russian Federation,RUS,1996,14.3934572497753,-53.1538696158018,4252.61161860894,92.3269833669849,3.6945259500588,3.67918122711238,,148160129.0,Europe & Central Asia,Upper middle income,630067485999.9994,581722302999.9994,23278006773.153076,3926.308021775544,157.11383980472286
11201,Russian Federation,RUS,2001,12.1077274345954,-61.0565567408374,4288.38263138853,90.8861289660572,3.62080001831055,8.19475588225096,,145976482.0,Europe & Central Asia,Upper middle income,626003010000.0004,568949903000.0004,22666317100.70461,3897.5449689217767,155.27375910254236
11202,Russian Federation,RUS,2002,11.5058278262072,-67.9152134003805,4288.19385137335,90.7527898298493,3.45849990844727,7.83799619764577,,145306497.0,Europe & Central Asia,Upper middle income,623102427000.0001,565482836000.0004,21549996867.32772,3891.655553433377,148.30718042378876
11200,Russian Federation,RUS,2000,12.5873094744432,-57.926226448823,4224.27719789841,91.1263841755992,3.49640011787415,9.25651090748046,,146596869.0,Europe & Central Asia,Upper middle income,619265811000.0002,564314542000.0002,21652010545.75832,3849.431067999142,147.69763292665087
11199,Russian Federation,RUS,1999,13.6163055851014,-57.982716992781,4136.75114378464,91.3093792356596,3.8208484349215,4.51530131158618,,147214776.0,Europe & Central Asia,Upper middle income,608990892999.9995,556065803999.9995,23268619004.004948,3777.241789913803,158.05899133389264
6000,India,IND,2008,5.56214240997603,25.7939794568048,501.559636179128,69.0051215885826,43.405101776123,3.25042676648424,,1200669762.0,South Asia,Lower middle income,602207489000.0002,415554010000.0003,261388773503.8848,346.1018367846598,217.70247055150273
11197,Russian Federation,RUS,1997,13.5617088426648,-55.0612488496402,4069.68729231577,92.0733720516445,3.74598717663354,2.93412051791769,,147915361.0,Europe & Central Asia,Upper middle income,601969264999.9996,554253400999.9995,22549691474.17516,3747.098321992396,152.44996409923348
11198,Russian Federation,RUS,1998,13.9872185909651,-59.8347980434592,3981.4994684392,92.1153656800071,3.58503225106616,1.45244008760934,,147670784.0,Europe & Central Asia,Upper middle income,587951147999.9999,541593349999.9997,21078238276.313725,3667.5727949003076,142.73804001957305
5999,India,IND,2007,5.50764929853643,24.9696072286141,485.099628652313,67.8834329697327,44.9034004211426,2.34964948706341,,1183209471.0,South Asia,Lower middle income,573974474999.9998,389633578000.0,257734056824.4009,329.30228125261516,217.8262286952239
5998,India,IND,2006,5.66184904777442,23.4692417084857,466.138261080584,66.8056737084907,46.0632019042969,2.03472028698904,,1165486291.0,South Asia,Lower middle income,543277752999.9995,362940362999.9997,250251128265.51718,311.40680572792746,214.71820835472806
6492,Japan,JPN,2004,5.09948122042995,82.0703277852697,4078.21054155807,82.7064733424108,4.27290010452271,0.0037952646077781,,127761000.0,East Asia & Pacific,High income,521036257000.00055,430930713000.0005,22263358769.954243,3372.9441144011125,174.25786249289095
6493,Japan,JPN,2005,5.01557333421853,80.9242074274278,4062.97904878182,81.6118617644582,4.03809976577759,0.0049906227827027,,127773000.0,East Asia & Pacific,High income,519139021999.9995,423679020999.9998,20963351631.44205,3315.8728448107177,164.0671474524512
6494,Japan,JPN,2006,4.92415637807909,80.7150247589734,4053.88343735824,81.4531166986353,4.44750022888184,0.006467657409112,,127854000.0,East Asia & Pacific,High income,518305213000.0004,422175750000.0006,23051625534.48153,3302.014407058055,180.29647515511076
6488,Japan,JPN,2000,5.31104310975785,79.8078641502515,4083.83169745276,80.6737656342559,3.77609992027283,0.0025304001948797,,126843000.0,East Asia & Pacific,High income,518005464000.0005,417894514000.00024,19560403913.11292,3294.580812500494,154.20956547159022
5997,India,IND,2005,5.87751946572999,22.0526526294066,449.76585702652,65.9898036089149,48.532398223877,1.75069078149775,,1147609924.0,South Asia,Lower middle income,516155760999.99945,340610172999.9998,250502769384.00256,296.7996057517535,218.282156807144
6495,Japan,JPN,2007,4.7750032526997,82.6454156454555,4012.65424488871,83.4827149233339,4.28760004043579,0.0070616702700853,,128001000.0,East Asia & Pacific,High income,513623755999.99976,428787055999.99994,22022132369.943813,3349.8727041194984,172.0465650263968
6489,Japan,JPN,2001,5.2068393264808,79.7209559085014,4008.26803199396,80.601638342528,3.57979989051819,0.0022997181059084,,127149000.0,East Asia & Pacific,High income,509647272000.0,410784051000.0,18244352485.08494,3230.7297029469364,143.48797462099537
6485,Japan,JPN,1997,5.22348106254592,79.3666525843726,4041.16767018095,80.3585871503862,4.07212749288482,0.0024160439986671,,126057000.0,East Asia & Pacific,High income,509417473000.00006,409360684000.0002,20744128971.592106,3247.4252441355907,164.56149973101142
6490,Japan,JPN,2002,5.18274319690768,81.2322688514395,3991.97756679352,81.8301897696931,3.77150011062622,0.002621838235631,,127445000.0,East Asia & Pacific,High income,508757581000.0002,416317294000.00024,19187792730.234287,3266.6428184707147,150.55743834779148
6487,Japan,JPN,1999,5.3254666911116,79.674112614524,4011.22477908253,80.61843811738,3.82878657575963,0.0016620982254381,,126631000.0,East Asia & Pacific,High income,507945404999.9999,409497652000.00006,19448145478.82788,3233.7867662736617,153.5812358650558
6491,Japan,JPN,2003,5.05813737484608,83.6753101057672,3953.18450805681,84.3113817390221,4.23080015182495,0.0028630861803114,,127718000.0,East Asia & Pacific,High income,504892818999.9997,425682111999.99963,21361006152.80526,3332.9844814356597,167.25133616878793
6484,Japan,JPN,1996,5.25137087087074,80.0000587588886,4008.4762359153,81.2193281130974,3.8393584372338,0.0024865759070547,,125757000.0,East Asia & Pacific,High income,504093946000.00037,409421716000.0003,19353973447.33581,3255.657466383584,153.89977056812592
6486,Japan,JPN,1998,5.23162416473773,78.4282878327979,3955.62762658228,79.3987296563773,4.04535605146046,0.0015103001266903,,126400000.0,East Asia & Pacific,High income,499991332000.0002,396986766000.0,20226429605.839767,3140.718085443038,160.01922156518802
6498,Japan,JPN,2010,4.73517346493524,80.1440783092453,3893.26660420083,80.9109544217641,4.79400014877319,0.0068479990717993,,128070000.0,East Asia & Pacific,High income,498610654000.0003,403430639000.0002,23903395494.55899,3150.0791676426966,186.6432067975247
5996,India,IND,2004,6.18110787146406,21.3806383583362,439.703004540807,65.5837437121253,50.0727996826172,1.3765423269325,,1129623466.0,South Asia,Lower middle income,496698832000.0001,325753688999.9999,248711011173.2594,288.3736915925575,220.1716046621675
6496,Japan,JPN,2008,4.64206127159012,82.3458669273846,3858.43452050944,83.2154545824347,4.44579982757568,0.0085391221195653,,128063000.0,East Asia & Pacific,High income,494122700000.0004,411186451000.0005,21967706144.612316,3210.813826007515,171.5382752599292
6483,Japan,JPN,1995,5.27762127793716,80.1951251845639,3934.9595606988,81.4754979108445,3.91718852109581,0.0020554405233526,,125472000.0,East Asia & Pacific,High income,493727245999.9998,402266731999.99994,19340227005.834465,3206.0278946697263,154.1397842214555
6482,Japan,JPN,1994,5.24384101364639,81.3272733954984,3844.28667976801,82.682513285947,3.56764577817821,0.0020985403176246,,125178000.0,East Asia & Pacific,High income,481220117999.99994,397884887999.99976,17168229223.5712,3178.5528447490756,137.1505314318107
5995,India,IND,2003,6.33392172930991,19.6633459954458,424.294344834093,64.5192394352755,50.8297996520996,1.15678941671416,,1111523146.0,South Asia,Lower middle income,471612984999.99994,304281110999.9999,239719935408.78653,273.7514842538419,215.66796541435812
6497,Japan,JPN,2009,4.68392282262269,80.3610828926439,3678.51113263099,81.228056042313,4.5128002166748,0.0073305491186529,,128047000.0,East Asia & Pacific,High income,471022315000.00037,382602270000.00037,21256296051.906677,2987.983084336223,166.00385836377794
6499,Japan,JPN,2011,4.40351657814238,88.9369141471852,3610.81216900174,89.7659420746634,4.94029998779297,0.0087112755864451,,127833000.0,East Asia & Pacific,High income,461580951999.99945,414342489999.9994,22803483715.310646,3241.2795600509994,178.38495314442002
5994,India,IND,2002,6.67200102251513,20.35277550025,421.270490829666,64.329205786967,50.8081016540527,1.2196992096046,,1093317187.0,South Asia,Lower middle income,460582267999.99976,296288914999.9997,234013106925.98132,270.99996096558175,214.03953921926347
6481,Japan,JPN,1993,5.0160037393887,80.9367328227929,3655.96684264073,82.4296751225377,4.43560671218463,0.0021244091016116,,124829000.0,East Asia & Pacific,High income,456370684999.9997,376184872999.9997,20242808736.302963,3013.6015909764533,162.16431066741671
6501,Japan,JPN,2013,4.20630372220914,93.9186266276607,3567.62935383891,94.6333015307236,5.15740013122559,0.0074069340852011,,127445000.0,East Asia & Pacific,High income,454676522999.9999,430275404999.9997,23449487593.853947,3376.1654439169815,183.99692097653065
6480,Japan,JPN,1992,4.99219592963809,82.3991652954356,3644.19475989552,83.9540195376108,4.19771490131849,0.0031079486114655,,124425000.0,East Asia & Pacific,High income,453428933000.00006,380671815000.00024,19033653887.43043,3059.447980711274,152.9729064692018
6500,Japan,JPN,2012,4.23330585516314,93.8270471248281,3537.3631698125,94.6215528538495,4.79570007324219,0.007911588558673,,127629000.0,East Asia & Pacific,High income,451470123999.9996,427188041999.99945,21651153067.334587,3347.1079613567404,169.64132812554033
5993,India,IND,2001,6.72480637599239,20.0804608403129,416.014440832226,63.6479663387743,51.8585014343262,1.19579005069151,,1075000094.0,South Asia,Lower middle income,447215563000.00037,284643611000.00024,231919289152.8852,264.7847312653354,215.73885476598403
