Country_Name,Country_Code,Year,EG.EGY.PRIM.PP.KD,EG.IMP.CONS.ZS,EG.USE.PCAP.KG.OE,EG.USE.COMM.FO.ZS,EG.FEC.RNEW.ZS,NY.ADJ.DRES.GN.ZS,EN.CLC.CDDY.XD,totalPopulation,Region,Income_Group
Afghanistan,AFG,1997,1.59923664309762,,,,41.4326008731029,,,19357126.0,South Asia,Low income
Afghanistan,AFG,1998,1.64897788583862,,,,44.0943368543633,,,19737770.0,South Asia,Low income
Afghanistan,AFG,1999,1.57068110175532,,,,52.1857743728053,,,20170847.0,South Asia,Low income
Afghanistan,AFG,2000,1.68617312382687,,,,54.2431983947754,,,20779957.0,South Asia,Low income
Afghanistan,AFG,2001,1.8273988865553,,,,54.0550003051758,,,21606992.0,South Asia,Low income
Afghanistan,AFG,2002,1.36028256182598,,,,43.7711982727051,,,22600774.0,South Asia,Low income
Afghanistan,AFG,2003,1.32502825287787,,,,42.2761001586914,,,23680871.0,South Asia,Low income
Afghanistan,AFG,2004,1.14399635836639,,,,49.8432006835938,,,24726689.0,South Asia,Low income
Afghanistan,AFG,2005,1.26764724208131,,,,40.8591995239258,,,25654274.0,South Asia,Low income
Afghanistan,AFG,2006,1.40862313227307,,,,37.1372985839844,,,26433058.0,South Asia,Low income
Afghanistan,AFG,2007,1.46093757483826,,,,33.8625984191895,,,27100542.0,South Asia,Low income
Afghanistan,AFG,2008,2.14758991176544,,,,21.3437004089355,,,27722281.0,South Asia,Low income
Afghanistan,AFG,2009,2.61706039799516,,,,17.8504009246826,0.1968488331844,,28394806.0,South Asia,Low income
Afghanistan,AFG,2010,2.93993655831435,,,,14.8990001678467,0.272452407209254,,29185511.0,South Asia,Low income
Afghanistan,AFG,2011,3.7559233122206,,,,11.559100151062,0.327915343918828,,30117411.0,South Asia,Low income
Afghanistan,AFG,2012,2.98475717572819,,,,14.404899597168,0.325649547663575,,31161378.0,South Asia,Low income
Afghanistan,AFG,2013,2.75118171303033,,,,17.1049995422363,0.226090924442442,,32269592.0,South Asia,Low income
Afghanistan,AFG,2014,2.63753256874586,,,,20.770299911499,0.229413868911881,,33370804.0,South Asia,Low income
Afghanistan,AFG,2015,2.45770500221765,,,,20.2737998962402,0.221107620188951,,34413603.0,South Asia,Low income
Afghanistan,AFG,2016,,,,,24.7402992248535,0.308786600085785,,35383028.0,South Asia,Low income
Afghanistan,AFG,2017,,,,,25.082799911499,0.271800877937689,,36296111.0,South Asia,Low income
Afghanistan,AFG,2018,,,,,21.422700881958,0.354084322014645,,37171922.0,South Asia,Low income
Afghanistan,AFG,2019,,,,,,0.326830829592433,,38041757.0,South Asia,Low income
Afghanistan,AFG,2020,,,,,,,,38928341.0,South Asia,Low income
Afghanistan,AFG,2050,,,,,,,703.94,,,
Albania,ALB,1960,,,,,,,,1608800.0,Europe & Central Asia,Upper middle income
Albania,ALB,1961,,,,,,,,1659800.0,Europe & Central Asia,Upper middle income
Albania,ALB,1962,,,,,,,,1711319.0,Europe & Central Asia,Upper middle income
Albania,ALB,1963,,,,,,,,1762621.0,Europe & Central Asia,Upper middle income
Albania,ALB,1964,,,,,,,,1814135.0,Europe & Central Asia,Upper middle income
Albania,ALB,1965,,,,,,,,1864791.0,Europe & Central Asia,Upper middle income
Albania,ALB,1966,,,,,,,,1914573.0,Europe & Central Asia,Upper middle income
Albania,ALB,1967,,,,,,,,1965598.0,Europe & Central Asia,Upper middle income
Albania,ALB,1968,,,,,,,,2022272.0,Europe & Central Asia,Upper middle income
Albania,ALB,1969,,,,,,,,2081695.0,Europe & Central Asia,Upper middle income
Albania,ALB,1970,,,,,,,,2135479.0,Europe & Central Asia,Upper middle income
Albania,ALB,1971,,-41.6994116955347,785.161525934329,74.6607032875427,,,,2187853.0,Europe & Central Asia,Upper middle income
Albania,ALB,1972,,-53.6342346880178,865.59248120703,77.1741106583994,,,,2243126.0,Europe & Central Asia,Upper middle income
Albania,ALB,1973,,-72.518525326366,762.725361728214,74.3666339192289,,,,2296752.0,Europe & Central Asia,Upper middle income
Albania,ALB,1974,,-49.2182729217977,776.934748974948,75.3974630495873,,,,2350124.0,Europe & Central Asia,Upper middle income
Albania,ALB,1975,,-47.1951746887382,826.952081040206,75.7464247641652,,,,2404831.0,Europe & Central Asia,Upper middle income
Albania,ALB,1976,,-41.3904654424333,890.953359858712,76.1939197382069,,,,2458526.0,Europe & Central Asia,Upper middle income
Albania,ALB,1977,,-37.4069647498638,923.728867504315,75.8818779112211,,,,2513546.0,Europe & Central Asia,Upper middle income
Albania,ALB,1978,,-34.8533228785624,1010.81922139014,78.0247036369265,,,,2566266.0,Europe & Central Asia,Upper middle income
Albania,ALB,1979,,-50.5439748153341,864.199459705589,75.0118130475276,,,,2617832.0,Europe & Central Asia,Upper middle income
Albania,ALB,1980,,-12.2582455738246,1149.53609603604,80.9287927914084,,,,2671997.0,Europe & Central Asia,Upper middle income
Albania,ALB,1981,,-0.076429152845332,989.200148492914,78.0379104914866,,,,2726056.0,Europe & Central Asia,Upper middle income
Albania,ALB,1982,,1.12902956141801,966.683283781289,77.836534442498,,,,2784278.0,Europe & Central Asia,Upper middle income
Albania,ALB,1983,,0.851841942518857,1000.12201296783,78.8759441227688,,,,2843960.0,Europe & Central Asia,Upper middle income
Albania,ALB,1984,,-2.26409505682723,1018.26314225619,81.0974774748578,,13.2386890537351,,2904429.0,Europe & Central Asia,Upper middle income
Albania,ALB,1985,,-3.81586152482845,916.555190602146,81.4337623759461,,13.3032135344355,,2964762.0,Europe & Central Asia,Upper middle income
Albania,ALB,1986,,-3.31119577155409,963.927169506077,77.0583127402526,,6.07107297398721,,3022635.0,Europe & Central Asia,Upper middle income
Albania,ALB,1987,,-2.51956377512792,921.893044018284,78.6375113710156,,8.71791735682027,,3083605.0,Europe & Central Asia,Upper middle income
Albania,ALB,1988,,0.420610677858244,927.744518727469,80.3814035334453,,7.61698963270982,,3142336.0,Europe & Central Asia,Upper middle income
Albania,ALB,1989,,-0.656852072641821,896.437762376845,79.6938123131685,,9.81374123071148,,3227943.0,Europe & Central Asia,Upper middle income
Albania,ALB,1990,7.91224319575929,7.9650583526857,813.255695500012,76.5939750800565,25.5180876255371,7.794100893422,,3286542.0,Europe & Central Asia,Upper middle income
Albania,ALB,1991,7.86689333061773,-2.78362383080424,572.781843950789,69.8249960719512,32.9981742379589,6.40537345380096,,3266790.0,Europe & Central Asia,Upper middle income
Albania,ALB,1992,6.15327482195976,-3.37625065068072,418.286629757142,56.079290645733,46.8133288085849,7.33433389075286,,3247039.0,Europe & Central Asia,Upper middle income
Albania,ALB,1993,5.50133730915865,-0.0977559707408288,412.378880465233,53.4789779579446,51.152042295146,1.23556939610946,,3227287.0,Europe & Central Asia,Upper middle income
Albania,ALB,1994,5.40208455962668,9.33073227807364,441.249295409311,54.8469148031933,51.4595442246242,0.682729393312627,,3207536.0,Europe & Central Asia,Upper middle income
Albania,ALB,1995,4.47854695486581,6.63591634528518,417.034843013203,49.5416411855723,50.6097095765374,0.520899836623821,,3187784.0,Europe & Central Asia,Upper middle income
Albania,ALB,1996,4.38099071821597,6.29130250916267,447.848870261137,45.453763744009,51.63636055808,0.500598703285434,,3168033.0,Europe & Central Asia,Upper middle income
Albania,ALB,1997,4.19322072957328,8.69985703820492,384.594958328053,41.4493402366839,55.953349416169,0.507208402033794,,3148281.0,Europe & Central Asia,Upper middle income
Albania,ALB,1998,4.24086414788511,18.4129029358224,426.682819087559,45.2948182996352,49.9833654433978,0.0707619851312108,,3128530.0,Europe & Central Asia,Upper middle income
Albania,ALB,1999,5.01370938014992,40.2496724312441,576.183632282524,58.2387938547152,42.7183134087746,0.136433648702408,,3108778.0,Europe & Central Asia,Upper middle income
Albania,ALB,2000,4.70543745478217,45.0024091494141,580.494764208924,58.7150980055366,41.4449996948242,0.292709162313122,,3089027.0,Europe & Central Asia,Upper middle income
Albania,ALB,2001,4.44333927069421,51.6887842055878,597.265252650749,60.9558278415635,39.125301361084,0.214370389215214,,3060173.0,Europe & Central Asia,Upper middle income
Albania,ALB,2002,4.69696080798613,53.0441009170166,660.04798411018,63.233130384996,35.8958015441895,0.229340574757047,,3051010.0,Europe & Central Asia,Upper middle income
Albania,ALB,2003,4.34437721419277,49.0146346811438,648.168387059418,64.5283712223687,33.7517013549805,0.230806806948777,,3039616.0,Europe & Central Asia,Upper middle income
Albania,ALB,2004,4.51718737428514,46.0038161805316,715.414483080102,65.5782732614305,35.934700012207,0.248708330905688,,3026939.0,Europe & Central Asia,Upper middle income
Albania,ALB,2005,4.27571653292244,47.7661709472783,719.584378082987,66.4866805505628,36.8683013916016,0.353888283618759,,3011487.0,Europe & Central Asia,Upper middle income
Albania,ALB,2006,3.95869306438034,42.3770038434083,706.859407721917,64.4559899021893,31.7098999023438,0.44588596756727,,2992547.0,Europe & Central Asia,Upper middle income
Albania,ALB,2007,3.56830033075486,47.9983914429519,679.861765101008,65.1223924710814,32.100399017334,0.517005792034776,,2970017.0,Europe & Central Asia,Upper middle income
Albania,ALB,2008,3.44266337837328,45.2193265320444,710.748498463347,63.8471757910902,35.9118995666504,0.317165733859814,,2947314.0,Europe & Central Asia,Upper middle income
Albania,ALB,2009,3.40910494349766,41.6672458370863,732.316681804627,63.4217264005157,37.2151985168457,0.157641730578001,,2927519.0,Europe & Central Asia,Upper middle income
Albania,ALB,2010,3.25674823642822,23.7139849400341,729.154372728518,63.2390037485134,37.1137008666992,0.682598253546828,,2913021.0,Europe & Central Asia,Upper middle income
Albania,ALB,2011,3.32280096667451,33.2602886181185,764.968616564465,61.5027652749324,35.9611015319824,1.71160354694721,,2905195.0,Europe & Central Asia,Upper middle income
Albania,ALB,2012,2.94132361651685,16.2978686080168,687.896259861998,57.7540817221547,40.0466995239258,1.90927425600223,,2900401.0,Europe & Central Asia,Upper middle income
Albania,ALB,2013,3.38252848875172,12.3207053334506,801.329975005976,56.3953388128232,41.2869987487793,1.73652961635324,,2895092.0,Europe & Central Asia,Upper middle income
Albania,ALB,2014,3.15887895342285,13.7979708979656,808.455839595944,61.4218013942638,38.6973991394043,1.9918884669276,,2889104.0,Europe & Central Asia,Upper middle income
Albania,ALB,2015,2.88661148238797,,,,38.6255989074707,0.991069345036608,,2880703.0,Europe & Central Asia,Upper middle income
Albania,ALB,2016,,,,,39.5872993469238,0.853208177806089,,2876101.0,Europe & Central Asia,Upper middle income
Albania,ALB,2017,,,,,37.219799041748,0.753568772414753,,2873457.0,Europe & Central Asia,Upper middle income
Albania,ALB,2018,,,,,38.2663993835449,1.00723222618694,,2866376.0,Europe & Central Asia,Upper middle income
Albania,ALB,2019,,,,,,0.866396651580918,,2854191.0,Europe & Central Asia,Upper middle income
Albania,ALB,2020,,,,,,,,2837743.0,Europe & Central Asia,Upper middle income
Albania,ALB,2050,,,,,,,609.316,,,
Algeria,DZA,1960,,,,,,,,11057864.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1961,,,,,,,,11336336.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1962,,,,,,,,11619828.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1963,,,,,,,,11912800.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1964,,,,,,,,12221675.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1965,,,,,,,,12550880.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1966,,,,,,,,12902626.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1967,,,,,,,,13275020.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1968,,,,,,,,13663581.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1969,,,,,,,,14061724.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1970,,,,,,6.17413768275608,,14464992.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1971,,-1098.05297274237,232.947960204819,98.9998155557243,,5.33475602951446,,14872253.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1972,,-1261.35429351416,263.023557777604,98.7799260603456,,7.24091086765648,,15285992.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1973,,-1071.40972174845,306.964664355715,98.5250384510664,,8.5565082115322,,15709831.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1974,,-927.057310761923,321.161509634827,99.0310121985338,,20.1115948381169,,16149018.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1975,,-860.741812946586,332.41418170577,99.3523935734228,,16.1552152845404,,16607706.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1976,,-833.005544393478,368.762327123244,99.3653460567797,,17.5824360492721,,17085799.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1977,,-780.266934191682,401.088580443987,99.5899210186748,,18.2136581872288,,17582899.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1978,,-700.477505927221,479.677129923955,99.6661385613647,,15.926762048375,,18102266.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1979,,-588.901701776757,589.893092488492,99.7079146405309,,28.985156387808,,18647801.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1980,,-486.653269992894,582.950150140526,99.7303500701322,,22.7519359624345,,19221659.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1981,,-451.498906608615,614.512585238205,99.6631747094961,,16.96953375939,,19824297.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1982,,-324.341498184698,775.866025069011,99.7016833944484,,13.1121761234192,,20452901.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1983,,-332.105939393063,812.682569676865,99.8406391089552,,11.4011776007558,,21101875.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1984,,-353.231033838224,780.984680000687,99.6826973385513,,11.0057803209598,,21763578.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1985,,-355.117554746751,791.037267357918,99.6179136817876,,10.2017566534782,,22431507.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1986,,-319.62583870903,867.598783952445,99.8095152757473,,5.0928470041255,,23102386.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1987,,-348.652744217756,832.551108683091,99.7558164731324,,6.58469039779174,,23774287.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1988,,-335.355357208319,854.852616682278,99.8983133550917,,6.20039694744109,,24443472.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1989,,-357.444054246864,825.259880112444,99.8629720654817,,9.79404446356651,,25106192.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1990,3.50093477590024,-351.212563673921,861.260656134321,99.9382964325205,0.177228302572834,12.3337784069224,,25758872.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1991,3.7481613573049,-337.105802622555,888.875682052303,,0.323692176020233,10.5170149768804,,26400468.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1992,3.76885485095906,-333.760280107924,888.73515307827,,0.289771220945935,10.6553381803835,,27028330.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1993,3.86342433397712,-335.217017927651,872.307617765935,,0.476341507213619,9.34347305896569,,27635517.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1994,3.7577391174699,-332.950600102375,823.576439269368,,0.403959587292277,9.86265136874172,,28213777.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1995,3.77719005971803,-340.144542017635,843.041996136838,99.8724592861507,0.422480314895262,11.2271140794167,,28757788.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1996,3.51326617857192,-379.862501415894,802.099232174491,99.8415348967642,0.389526170918537,13.4927130024128,,29266415.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1997,3.56095123815134,-405.617900644072,808.759276978971,99.7640772813502,0.472147668762875,12.5334757059605,,29742980.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1998,3.50647472242145,-410.451563560393,824.533869885983,99.7130903482615,0.54407094201214,7.95375927992491,,30192750.0,Middle East & North Africa,Lower middle income
Algeria,DZA,1999,3.62703861442294,-415.384759244827,867.798408837998,99.7444923964653,0.51001768957487,10.7868005612094,,30623406.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2000,3.5494405907365,-426.803542763482,869.609755585277,99.8150521253614,0.42739999294281,16.9605655270239,,31042238.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2001,3.45307626900735,-405.606984117032,860.041423126449,99.775682483189,0.427700012922287,14.772465798656,,31451513.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2002,3.49774760070769,-394.662511910765,908.297287311204,99.7404291366082,0.514800012111664,15.4710315648963,,31855110.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2003,3.46757878471906,-405.041801814669,953.058221663239,99.7316064568209,0.469099998474121,17.346624020147,,32264159.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2004,3.36592992434257,-407.115785746226,952.268240026896,99.7379391339997,0.441799998283386,17.8977708523319,,32692153.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2005,3.3098222351193,-414.045346623026,977.954202931427,99.6103138329027,0.584699988365173,23.4700435088424,,33149720.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2006,3.48497718516287,-375.07931992685,1031.91902073562,99.7400186289448,0.408699989318848,24.868192233693,,33641007.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2007,3.57654770530432,-345.944719988208,1078.18350678737,99.7520839062203,0.411399990320206,22.2798839161936,,34166976.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2008,3.53394809876618,-334.702462506188,1073.20575248274,99.8211363460024,0.300599992275238,23.3802014991116,,34730604.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2009,3.8040116688551,-275.425610048654,1153.66403838672,99.8106194648149,0.312400013208389,16.0033020375259,,35333882.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2010,3.61086794276635,-275.463486099988,1114.21715229353,99.8478347914606,0.258100003004074,17.2666849321436,,35977451.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2011,3.66062463761199,-248.734823648095,1140.64290113225,99.8874756325738,0.177300006151199,20.4805182907454,,36661438.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2012,3.89139397319131,-212.765931803021,1229.54703039402,99.8589173711226,0.180399999022484,19.8871252435846,,37383899.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2013,3.91835131090751,-189.345469003897,1247.49495511749,99.9103649953028,0.134100005030632,18.0756351217611,,38140135.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2014,4.1023561853248,-177.124357913786,1327.53550999587,99.9779167201605,0.0687000006437302,15.5449149710579,,38923688.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2015,4.13270236532592,,,,0.0590000003576279,10.1461103999966,,39728020.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2016,,,,,0.0802000015974045,7.56390767261279,,40551398.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2017,,,,,0.14360000193119,8.99140272312659,,41389174.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2018,,,,,0.193299993872643,11.5130369476538,,42228415.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2019,,,,,,10.2911171066606,,43053054.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2020,,,,,,,,43851043.0,Middle East & North Africa,Lower middle income
Algeria,DZA,2050,,,,,,,1259.75,,,
Andorra,AND,1960,,,,,,,,13410.0,Europe & Central Asia,High income
Andorra,AND,1961,,,,,,,,14378.0,Europe & Central Asia,High income
Andorra,AND,1962,,,,,,,,15379.0,Europe & Central Asia,High income
Andorra,AND,1963,,,,,,,,16407.0,Europe & Central Asia,High income
Andorra,AND,1964,,,,,,,,17466.0,Europe & Central Asia,High income
Andorra,AND,1965,,,,,,,,18542.0,Europe & Central Asia,High income
Andorra,AND,1966,,,,,,,,19646.0,Europe & Central Asia,High income
Andorra,AND,1967,,,,,,,,20760.0,Europe & Central Asia,High income
Andorra,AND,1968,,,,,,,,21886.0,Europe & Central Asia,High income
Andorra,AND,1969,,,,,,,,23053.0,Europe & Central Asia,High income
Andorra,AND,1970,,,,,,,,24275.0,Europe & Central Asia,High income
Andorra,AND,1971,,,,,,,,25571.0,Europe & Central Asia,High income
Andorra,AND,1972,,,,,,,,26885.0,Europe & Central Asia,High income
Andorra,AND,1973,,,,,,,,28232.0,Europe & Central Asia,High income
Andorra,AND,1974,,,,,,,,29515.0,Europe & Central Asia,High income
Andorra,AND,1975,,,,,,,,30705.0,Europe & Central Asia,High income
Andorra,AND,1976,,,,,,,,31782.0,Europe & Central Asia,High income
Andorra,AND,1977,,,,,,,,32769.0,Europe & Central Asia,High income
Andorra,AND,1978,,,,,,,,33744.0,Europe & Central Asia,High income
Andorra,AND,1979,,,,,,,,34825.0,Europe & Central Asia,High income
Andorra,AND,1980,,,,,,,,36063.0,Europe & Central Asia,High income
Andorra,AND,1981,,,,,,,,37498.0,Europe & Central Asia,High income
Andorra,AND,1982,,,,,,,,39115.0,Europe & Central Asia,High income
Andorra,AND,1983,,,,,,,,40854.0,Europe & Central Asia,High income
Andorra,AND,1984,,,,,,,,42706.0,Europe & Central Asia,High income
Andorra,AND,1985,,,,,,,,44593.0,Europe & Central Asia,High income
Andorra,AND,1986,,,,,,,,46520.0,Europe & Central Asia,High income
Andorra,AND,1987,,,,,,,,48459.0,Europe & Central Asia,High income
Andorra,AND,1988,,,,,,,,50433.0,Europe & Central Asia,High income
Andorra,AND,1989,,,,,,,,52452.0,Europe & Central Asia,High income
Andorra,AND,1990,,,,,14.2735502072872,,,54508.0,Europe & Central Asia,High income
Andorra,AND,1991,,,,,14.2735502072872,,,56666.0,Europe & Central Asia,High income
Andorra,AND,1992,,,,,14.308754463874,,,58882.0,Europe & Central Asia,High income
Andorra,AND,1993,,,,,13.9189545867614,,,60974.0,Europe & Central Asia,High income
Andorra,AND,1994,,,,,14.56102441664,,,62676.0,Europe & Central Asia,High income
Andorra,AND,1995,,,,,14.4810480827273,,,63860.0,Europe & Central Asia,High income
Andorra,AND,1996,,,,,14.1000476048869,,,64363.0,Europe & Central Asia,High income
Andorra,AND,1997,,,,,14.1940024550855,,,64318.0,Europe & Central Asia,High income
Andorra,AND,1998,,,,,14.4586417232136,,,64140.0,Europe & Central Asia,High income
Andorra,AND,1999,,,,,14.5498905446165,,,64368.0,Europe & Central Asia,High income
Andorra,AND,2000,,,,,14.5081996917725,,,65390.0,Europe & Central Asia,High income
Andorra,AND,2001,,,,,15.3882999420166,,,67344.0,Europe & Central Asia,High income
Andorra,AND,2002,,,,,15.8297996520996,,,70048.0,Europe & Central Asia,High income
Andorra,AND,2003,,,,,16.5153999328613,,,73180.0,Europe & Central Asia,High income
Andorra,AND,2004,,,,,16.5666999816895,,,76250.0,Europe & Central Asia,High income
Andorra,AND,2005,,,,,16.6079998016357,,,78871.0,Europe & Central Asia,High income
Andorra,AND,2006,,,,,17.568000793457,,,80995.0,Europe & Central Asia,High income
Andorra,AND,2007,,,,,16.5562992095947,,,82682.0,Europe & Central Asia,High income
Andorra,AND,2008,,,,,17.0212001800537,,,83860.0,Europe & Central Asia,High income
Andorra,AND,2009,,,,,17.1263008117676,,,84461.0,Europe & Central Asia,High income
Andorra,AND,2010,,,,,18.6709003448486,,,84454.0,Europe & Central Asia,High income
Andorra,AND,2011,,,,,18.5522003173828,,,83748.0,Europe & Central Asia,High income
Andorra,AND,2012,,,,,18.7628993988037,,,82427.0,Europe & Central Asia,High income
Andorra,AND,2013,,,,,19.141300201416,,,80770.0,Europe & Central Asia,High income
Andorra,AND,2014,,,,,19.4200992584229,,,79213.0,Europe & Central Asia,High income
Andorra,AND,2015,,,,,19.2777004241943,,,77993.0,Europe & Central Asia,High income
Andorra,AND,2016,,,,,19.2558002471924,,,77295.0,Europe & Central Asia,High income
Andorra,AND,2017,,,,,19.0631999969482,,,76997.0,Europe & Central Asia,High income
Andorra,AND,2018,,,,,18.5060005187988,,,77008.0,Europe & Central Asia,High income
Andorra,AND,2019,,,,,,,,77146.0,Europe & Central Asia,High income
Andorra,AND,2020,,,,,,,,77265.0,Europe & Central Asia,High income
Andorra,AND,2050,,,,,,,506.785,,,
Angola,AGO,1960,,,,,,,,5454938.0,Sub-Saharan Africa,Lower middle income
Angola,AGO,1961,,,,,,,,5531451.0,Sub-Saharan Africa,Lower middle income
Angola,AGO,1962,,,,,,,,5608499.0,Sub-Saharan Africa,Lower middle income
Angola,AGO,1963,,,,,,,,5679409.0,Sub-Saharan Africa,Lower middle income
Angola,AGO,1964,,,,,,,,5734995.0,Sub-Saharan Africa,Lower middle income
Angola,AGO,1965,,,,,,,,5770573.0,Sub-Saharan Africa,Lower middle income
